ited_id,mean_price
1333,54.23166666666667
3318,61.24
9638,88.58
7749,27.823333333333334
8437,32.064
6300,40.39625
2892,52.58625
3304,54.99
6002,57.22777777777778
7461,52.69625
2469,61.161818181818184
2242,85.08
4656,56.405
3337,58.304
6689,38.19714285714286
6845,53.080555555555556
5091,56.93142857142857
6159,59.72
2499,59.705999999999996
1071,22.290000000000003
4184,39.75
2070,81.32499999999999
8529,38.92
5708,51.9725
3332,15.705
1416,36.04333333333333
1453,22.41
2807,53.78
8537,48.391666666666666
2597,57.826
3436,70.5975
3320,42.628
8802,56.07714285714286
4479,63.95142857142857
5008,22.945
7820,42.314
9080,37.135
8997,51.76
2637,39.17285714285715
9994,36.88333333333333
3274,52.160000000000004
2965,67.6025
9441,56.407000000000004
8194,56.38833333333333
2511,49.46666666666667
5634,50.97
9044,48.034285714285716
3897,83.2
1455,40.722
6803,69.105
6304,61.6925
6066,76.39666666666668
3220,48.85
2859,42.410000000000004
7264,61.263333333333335
7099,56.44222222222222
1492,66.6
9914,62.64176470588235
8964,73.174
7828,82.82
1801,63.92857142857143
6761,29.255714285714287
2280,10.7
1600,48.035555555555554
7909,52.973333333333336
1647,47.04333333333334
2238,51.74666666666667
3963,53.8775
4986,43.486666666666665
6527,69.01625
5337,39.812
7985,63.06857142857143
1192,59.308
5571,44.30142857142857
5238,75.31333333333333
6816,54.38
3671,71.276
7314,72.1925
7832,86.2525
5063,51.18545454545455
8617,67.34
3416,32.662
8676,3.7350000000000003
7263,38.18666666666667
5727,56.212857142857146
6091,31.4375
5177,63.06818181818182
6674,44.321666666666665
3117,65.618
3623,59.20928571428571
4614,44.64333333333334
2855,16.996666666666666
5389,51.144
5618,47.105
3075,46.36909090909091
2755,41.153333333333336
3519,47.446666666666665
9708,47.47625
5949,41.406
7022,72.045
1043,52.516
7165,88.16
9625,58.41357142857143
1611,63.803333333333335
4747,47.1725
2461,75.72999999999999
2567,42.93
6899,51.553333333333335
8168,63.557
6452,47.74818181818182
8808,57.51
6843,56.19
8494,48.33
1083,56.835
7253,65.9525
7549,57.193
4842,52.6125
9646,55.42166666666667
9488,70.36
7840,67.076
9283,33.957499999999996
3601,40.2525
5549,37.614000000000004
5828,43.43
3443,45.550000000000004
5480,48.099375
4833,35.736
4519,52.06666666666666
3979,49.8
3126,69.3
2839,37.3
2546,39.74285714285714
8755,30.303333333333335
1846,60.598
2159,58.975
3350,37.64875
3384,50.592
8938,17.25
6928,59.164
5872,38.85166666666667
8517,52.79666666666667
7778,57.17625
6575,66.165
8270,45.199999999999996
5232,61.97333333333333
3989,25.69666666666667
7081,57.165
4072,47.11571428571429
8834,69.61
7830,44.2
5981,54.64909090909091
3818,37.79
9577,34.74857142857143
3135,37.4275
7976,65.96666666666667
6588,45.878
4448,14.093333333333332
7058,67.92
1989,79.53
9071,52.99583333333333
5970,44.34
8139,54.809999999999995
2225,58.11142857142857
3563,23.028
9956,10.015
3618,33.575
6275,38.663333333333334
6947,82.5975
4791,40.260000000000005
7407,25.16
1287,69.50333333333333
2853,58.43333333333334
9991,39.537
4890,25.525
5640,52.34285714285714
7669,38.47833333333333
4005,64.03
5152,37.400000000000006
2253,57.241
3390,22.96
5024,44.44125
4724,70.30166666666666
6578,41.58571428571428
6913,51.48777777777778
8629,49.1675
7696,63.36142857142857
4937,57.988
4266,51.85111111111111
6383,53.02777777777778
5043,34.292500000000004
8884,60.22714285714286
4300,26.2
4533,57.24909090909091
9181,41.086666666666666
4203,81.17
5057,57.722857142857144
4518,71.67333333333333
8248,53.49857142857143
7521,50.83
4574,75.47
5722,45.0
2661,57.93833333333333
7477,56.34
7421,44.075
9586,33.52181818181818
4481,41.65
9420,49.903333333333336
7759,37.29
4737,58.824285714285715
8915,66.256
7944,38.64
1884,72.39
1256,62.8
3404,34.365
3353,53.207499999999996
3582,39.03916666666667
7977,40.344
6691,56.19333333333333
4893,38.62
9588,37.21
7342,58.945
7357,39.43125
2926,52.28
1538,53.795
1563,57.711
7592,56.38333333333333
9768,1.55
9156,48.88
4024,60.753
5275,59.66285714285714
4763,72.26571428571428
3224,59.67333333333334
2468,67.91
3054,38.32888888888889
4188,57.065
6261,44.385
1698,76.54
9195,62.474444444444444
1146,56.76
9669,63.785
9976,22.235
1302,49.5
6236,64.52
7135,39.6325
4738,59.56125
7439,55.37833333333333
2150,38.3975
2587,59.512
4997,83.77666666666667
5309,62.184285714285714
3716,69.665
3554,46.769999999999996
8242,71.725
9925,29.322499999999998
2974,37.55
1049,46.43
5292,57.33857142857143
7398,37.36666666666667
3948,66.30666666666667
7331,44.75666666666667
2956,52.675
8319,72.476
6651,43.035000000000004
4416,43.6
